movie_name,production_year,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,350k_Movies.budget,350k_Movies.genres,350k_Movies.imdb_id,350k_Movies.original_language,350k_Movies.overview,350k_Movies.popularity,350k_Movies.production_companies,350k_Movies.production_countries,350k_Movies.release_date,350k_Movies.revenue,350k_Movies.runtime,350k_Movies.spoken_languages,350k_Movies.tagline,350k_Movies.vote_average,350k_Movies.vote_count,350k_Movies.actor1_name,350k_Movies.actor1_gender,350k_Movies.actor2_name,350k_Movies.actor2_gender,350k_Movies.actor3_name,350k_Movies.actor3_gender,350k_Movies.actor4_name,350k_Movies.actor4_gender,350k_Movies.actor5_name,350k_Movies.actor5_gender,350k_Movies.director_name,350k_Movies.director_gender,350k_Movies.producer_name,350k_Movies.screeplay_name,350k_Movies.editor_name
The Rite,2010,37000000,33047633,64096354,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Horror,0,114,37000000,Drama|Thriller|Horror,tt1161864,en,"Seminary student Michael Kovak (Colin O'Donoghue) reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest, Father Lucas (Anthony Hopkins), who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",1.543362,New Line Cinema,United States of America,28/01/2011,96047633,114,English,You can only defeat it when you believe.,5.8,526,Anthony Hopkins,2,Colin O'Donoghue,2,Alice Braga,1,Toby Jones,2,CiarÃ¡n Hinds,2,Mikael HÃ¥fstrÃ¶m,0,Beau Flynn,none,David Rosenbloom
The Judge,2014,50000000,47119388,29000000,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,141,0,Drama,tt0041532,en,"A study of an amoral and sleazy defense lawyer who suddenly tries to ""go straight"" when he finds out that his tart wife is cheating on him; as well as the similarities he has in life with one of his clients.",0.004256,Emerald Productions Inc.,United States of America,31/01/1949,0,69,English,Strangest Story in the Annals of Modern Crime!  They killed in different ways!,7,3,Milburn Stone,2,Katherine DeMille,1,Paul Guilfoyle,2,Stanley Waxman,0,Norman Budd,0,Elmer Clifton,2,Anson Bond,Samuel Newman,Fred Maguire
A Dangerous Method,2011,20000000,5702083,9105448,R,Dramatization,Based on Play,Live Action,Drama,0,99,15000000,Drama|Thriller,tt1571222,en,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",2.19969,Recorded Pictures Company,Switzerland,30/09/2011,27462041,99,English,Why deny what you desire the most.,6.2,531,Keira Knightley,1,Viggo Mortensen,2,Michael Fassbender,2,Sarah Gadon,1,Vincent Cassel,2,David Cronenberg,2,Jeremy Thomas,Christopher Hampton,Ronald Sanders
The Debt,2010,20000000,31177548,15426506,R,Historical Fiction,Remake,Live Action,Thriller/Suspense,0,113,20000000,Drama|Thriller,tt1226753,en,"Rachel Singer is a former Mossad agent who tried to capture a notorious Nazi war criminal – the Surgeon of Birkenau – in a secret Israeli mission that ended with his death on the streets of East Berlin. Now, 30 years later, a man claiming to be the doctor has surfaced, and Rachel must return to Eastern Europe to uncover the truth. Overwhelmed by haunting memories of her younger self and her two fellow agents, the still-celebrated heroine must relive the trauma of those events and confront the debt she has incurred.",2.020326,Miramax Films,United States of America,11/4/2010,45636368,113,P??????,Every secret comes with a price.,6.2,245,Helen Mirren,1,Sam Worthington,2,Jessica Chastain,1,Tom Wilkinson,2,CiarÃ¡n Hinds,2,John Madden,0,Matthew Vaughn,Matthew Vaughn,Alexander Berner
Sanctum,2010,30000000,23209310,81074443,R,Dramatization,Based on Real Life Events,Live Action,Adventure,0,109,30000000,Action|Thriller,tt0881320,en,"The 3-D action-thriller Sanctum, from executive producer James Cameron, follows a team of underwater cave divers on a treacherous expedition to the largest, most beautiful and least accessible cave system on Earth. When a tropical storm forces them deep into the caverns, they must fight raging water, deadly terrain and creeping panic as they search for an unknown escape route to the sea. Master diver Frank McGuire (Richard Roxburgh) has explored the South Pacific's Esa-ala Caves for months. But when his exit is cut off in a flash flood, Frank's team--including 17-year-old son Josh (Rhys Wakefield) and financier Carl Hurley (Ioan Gruffudd)--are forced to radically alter plans. With dwindling supplies, the crew must navigate an underwater labyrinth to make it out. Soon, they are confronted with the unavoidable question: Can they survive, or will they be trapped forever?",1.240451,Universal Pictures,United States of America,3/2/2011,108609310,108,English,The only way out is down.,5.7,306,Ioan Gruffudd,2,Richard Roxburgh,2,Alice Parkinson,1,none,0,Daniel Wyllie,2,Alister Grierson,0,Michael Finley,none,none
Anonymous,2011,27500000,4463292,11352217,PG-13,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,130,0,,tt0377032,en,A man finds himself homeless after a fight with his significant other.,0.006573,Bangor Films,United States of America,1/1/2004,0,82,English,,0,0,none,0,Todd Verow,0,Dustin Schell,0,Jason Bailey,0,Noah Powell,0,Todd Verow,0,none,none,none
Hall Pass,2010,68000000,45060734,42112741,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,106,36000000,Comedy,tt0480687,en,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.",2.29805,New Line Cinema,United States of America,25/02/2011,83160734,105,English,"One Week, No Rules",5.4,578,Owen Wilson,2,Jason Sudeikis,2,Jenna Fischer,1,Christina Applegate,1,Nicky Whelan,1,Bobby Farrelly,2,Bobby Farrelly,Pete Jones,Sam Seig
Cars 2,2011,200000000,191450875,368704508,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,107,200000000,Animation|Family|Adventure|Comedy,tt1216475,en,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,3.729072,Walt Disney Pictures,United States of America,11/6/2011,559852396,106,English,Ka-ciao!,5.8,1836,Owen Wilson,2,Larry the Cable Guy,2,Michael Caine,2,Emily Mortimer,1,John Turturro,2,John Lasseter,2,Denise Ream,Ben Queen,Stephen Schaffer
Dracula Untold,2014,70000000,55991880,164249843,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0,92,70000000,Horror|Action|Drama|Fantasy|War,tt0829150,en,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",8.800265,Universal Pictures,United States of America,1/10/2014,215529201,92,English,Every bloodline has a beginning,6.2,2253,Luke Evans,2,Sarah Gadon,1,Dominic Cooper,2,Art Parkinson,2,Charles Dance,2,Gary Shore,0,Michael De Luca,none,Richard Pearson
Killer Elite,2011,70000000,25124986,40284060,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,105,66000000,Action|Adventure|Thriller,tt1448755,en,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",3.861356,Current Entertainment,Australia,23/09/2011,57777106,116,English,May the best man live.,6.1,657,Jason Statham,2,Clive Owen,2,Robert De Niro,2,Dominic Purcell,2,Yvonne Strahovski,1,Gary McKendry,0,Michael Boughen,Gary McKendry,John Gilbert
Something Borrowed,2010,35000000,39046489,26037627,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,103,35000000,Comedy|Drama|Romance,tt0491152,en,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.",0.913665,Alcon Entertainment,United States of America,5/5/2011,59901913,112,English,It's a thin line between love and friendship.,5.9,266,Kate Hudson,1,Ginnifer Goodwin,1,John Krasinski,2,Colin Egglesfield,2,Ashley Williams,1,Luke Greenfield,2,none,none,John Axelrad
The Dark Knight Rises,2012,275000000,448139099,636300000,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,164,250000000,Action|Crime|Drama|Thriller,tt1345836,en,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",9.276249,Legendary Pictures,United States of America,16/07/2012,1084939099,165,English,The Legend Ends,7.5,8589,Christian Bale,2,Michael Caine,2,Gary Oldman,2,Anne Hathaway,1,Tom Hardy,2,Christopher Nolan,2,Christopher Nolan,Jonathan Nolan,Lee Smith
The Bourne Legacy,2011,125000000,113203870,167152050,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,135,130000000,Action|Thriller,tt1194173,en,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",3.282805,Universal Pictures,United States of America,8/8/2012,276572938,120,English,There Was Never Just One,6,2553,Jeremy Renner,2,Rachel Weisz,1,Edward Norton,2,Scott Glenn,2,Stacy Keach,2,Tony Gilroy,2,Frank Marshall,Tony Gilroy,John Gilroy
Gravity,2012,110000000,274092705,421849092,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91,105000000,Science Fiction|Thriller|Drama,tt1454468,en,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",7.195307,Warner Bros.,United Kingdom,27/09/2013,716392705,91,English,Don't Let Go,7.3,5377,Sandra Bullock,1,George Clooney,2,Ed Harris,2,Orto Ignatiussen,0,Phaldut Sharma,2,Alfonso CuarÃ³n,2,Alfonso CuarÃ³n,none,Alfonso CuarÃ³n
Dredd,2011,45000000,13414714,28052892,R,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,98,50000000,Action|Science Fiction,tt1343727,en,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",4.121955,DNA Films,South Africa,7/9/2012,41037742,95,English,Judgement is coming,6.6,1861,Karl Urban,2,Olivia Thirlby,1,Lena Headey,1,Wood Harris,2,Jason Cope,2,Pete Travis,0,none,Alex Garland,Mark Eckersley
Oblivion,2012,120000000,89107235,198809398,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0,125,0,Adventure|Science Fiction|Western|Comedy,tt0110706,en,"The alien outlaw, Redeye, murders the town sheriff and then he and his gang terrorize the town. It's up to the sheriff's son, an empath, and his native american sidekick, to rescue the town and exact revenge for his father's murder.",0.387947,Full Moon Entertainment,United States of America,6/6/1994,0,94,English,,6.1,8,Richard Joseph Paul,2,Jackie Swanson,1,Andrew Divoff,2,Meg Foster,1,Isaac Hayes,2,Sam Irvin,0,Michael Catalano,Peter David,Margeret-Anne Smith
The Hobbit: An Unexpected Journey,2012,250000000,303003568,714000000,PG-13,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,169,250000000,Adventure|Fantasy|Action,tt0903624,en,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",7.56022,WingNut Films,New Zealand,26/11/2012,1021103568,169,English,From the smallest beginnings come the greatest legends.,7,7905,Ian McKellen,2,Martin Freeman,2,Richard Armitage,2,Andy Serkis,2,Cate Blanchett,1,Peter Jackson,2,Peter Jackson,Peter Jackson,Jabez Olssen
Inside Out,2015,175000000,356461711,497245870,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,95,0,,tt0119372,en,"A film that shows how ""hard"" it is to be son of celebrities",0.000143,none,United States of America,1/1/1997,0,27,English,,6,1,none,0,none,0,none,0,none,0,none,0,none,1,none,none,none
Kung Fu Panda 2,2011,150000000,165249063,499588484,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,90,150000000,Animation|Family,tt1302011,en,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",3.239304,DreamWorks Animation,United States of America,25/05/2011,665692281,91,English,Prepare for the Year of Awesomeness!,6.7,1711,Jack Black,2,Angelina Jolie,1,Dustin Hoffman,2,Gary Oldman,2,Jackie Chan,2,Jennifer Yuh Nelson,1,Melissa Cobb,Jonathan Aibel,Maryann Brandon
Home,2014,130000000,177397510,208671880,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,94,0,,tt0200716,en,A local council worker inspects three homes.,0.000345,none,United Kingdom,31/12/1998,0,11,English,,5,1,Russell Anderson,0,Malcolm Shields,0,Eddie Mearns,0,Raymond Mearns,0,Dorothy McLaren,0,Morag McKinnon,0,none,none,none
